"word","tag"
"發生","TOCFL 2"
"照顧","TOCFL 2"
"生活","TOCFL 2"
"日記","TOCFL 2"
"流","TOCFL 2"
"流汗","TOCFL 2"
"夢","TOCFL 2"
"枕頭(˙ㄊㄡ)","TOCFL 2"
"鬧鐘","TOCFL 2"
"拖鞋","TOCFL 2"
"毛巾","TOCFL 2"
"刷(子) / 刷","TOCFL 2"
"肥皂","TOCFL 2"
"牙膏","TOCFL 2"
"衛生紙","TOCFL 2"
"籃(子)","TOCFL 2"
"假日","TOCFL 2"
"結束","TOCFL 2"
"完","TOCFL 2"
"散步","TOCFL 2"
"慢跑","TOCFL 2"
"野餐","TOCFL 2"
"爬","TOCFL 2"
"拍","TOCFL 2"
"抓","TOCFL 2"
"座位","TOCFL 2"
"新聞","TOCFL 2"
"體育","TOCFL 2"
"經常","TOCFL 2"
"雜誌","TOCFL 2"
"美術","TOCFL 2"
"畫家","TOCFL 2"
"興趣","TOCFL 2"
"收","TOCFL 2"
"談","TOCFL 2"
"聊","TOCFL 2"
"遲到","TOCFL 2"
"樂器","TOCFL 2"
"吉他","TOCFL 2"
"可怕","TOCFL 2"
"輕鬆","TOCFL 2"
"情形","TOCFL 2"
"消息","TOCFL 2"
"看起來","TOCFL 2"
"舞","TOCFL 2"
"游","TOCFL 2"
"游泳池","TOCFL 2"
"遊戲","TOCFL 2"
"茶館/茶館兒","TOCFL 2"
"門票","TOCFL 2"
"陪","TOCFL 2"
"利用","TOCFL 2"
"好處","TOCFL 2"
"壞處","TOCFL 2"
"目的","TOCFL 2"
"要求","TOCFL 2"
"合作","TOCFL 2"
"主人","TOCFL 2"
"請客","TOCFL 2"
"約","TOCFL 2"
"約會","TOCFL 2"
"派對","TOCFL 2"
"祝","TOCFL 2"
"留","TOCFL 2"
"封","TOCFL 2"
"信箱","TOCFL 2"
"郵票","TOCFL 2"
"回信","TOCFL 2"
"郵件","TOCFL 2"
"弄","TOCFL 2"
"放心","TOCFL 2"
"偷","TOCFL 2"
"滿","TOCFL 2"
"丟","TOCFL 2"
"換","TOCFL 2"
"一塊/一塊兒","TOCFL 2"
"同時","TOCFL 2"
"保護","TOCFL 2"
"出門","TOCFL 2"
"現代","TOCFL 2"
"傳統","TOCFL 2"
"除夕","TOCFL 2"
"春節","TOCFL 2"
"節日","TOCFL 2"
"帶來","TOCFL 2"
"當中","TOCFL 2"
"法律","TOCFL 2"
"方面","TOCFL 2"
"開玩笑","TOCFL 2"
"可惜","TOCFL 2"
"老太太(˙ㄊㄞ)","TOCFL 2"
"有名","TOCFL 2"
"自由","TOCFL 2"
"社會","TOCFL 2"
"時差","TOCFL 2"
"市區","TOCFL 2"
"溫泉","TOCFL 2"
"公路","TOCFL 2"
"速度","TOCFL 2"
"到處","TOCFL 2"
"地點","TOCFL 2"
"巴士","TOCFL 2"
"加油","TOCFL 2"
"摩托車/機車","TOCFL 2"
"船/船兒","TOCFL 2"
"地鐵","TOCFL 2"
"捷運","TOCFL 2"
"停車場","TOCFL 2"
"月台","TOCFL 2"
"搭","TOCFL 2"
"飛","TOCFL 2"
"下","TOCFL 2"
"上","TOCFL 2"
"這些","TOCFL 2"
"那些","TOCFL 2"
"東方","TOCFL 2"
"非洲","TOCFL 2"
"美洲","TOCFL 2"
"歐洲","TOCFL 2"
"亞洲","TOCFL 2"
"大陸","TOCFL 2"
"動","TOCFL 2"
"起","TOCFL 2"
"停","TOCFL 2"
"中心","TOCFL 2"
"簽證","TOCFL 2"
"行李","TOCFL 2"
"背包","TOCFL 2"
"鎖","TOCFL 2"
"入口","TOCFL 2"
"出口","TOCFL 2"
"油","TOCFL 2"
"鑰匙","TOCFL 2"
"方向","TOCFL 2"
"交通","TOCFL 2"
"標準","TOCFL 2"
"拍照","TOCFL 2"
"腿","TOCFL 2"
"背","TOCFL 2"
"脖(子)","TOCFL 2"
"汗","TOCFL 2"
"臉色","TOCFL 2"
"救護車","TOCFL 2"
"咳嗽","TOCFL 2"
"發燒","TOCFL 2"
"頭痛","TOCFL 2"
"疼","TOCFL 2"
"保險","TOCFL 2"
"掛號","TOCFL 2"
"牙刷","TOCFL 2"
"藥房","TOCFL 2"
"救命","TOCFL 2"
"影響","TOCFL 2"
"感覺","TOCFL 2"
"精神","TOCFL 2"
"正常","TOCFL 2"
"有錢","TOCFL 2"
"生意","TOCFL 2"
"商人","TOCFL 2"
"老闆娘/老板娘","TOCFL 2"
"店員","TOCFL 2"
"訂","TOCFL 2"
"訂位","TOCFL 2"
"得到","TOCFL 2"
"困難","TOCFL 2"
"百貨公司","TOCFL 2"
"夜市","TOCFL 2"
"逛","TOCFL 2"
"逛街","TOCFL 2"
"排隊","TOCFL 2"
"客滿","TOCFL 2"
"刷卡","TOCFL 2"
"提","TOCFL 2"
"流行","TOCFL 2"
"藍色","TOCFL 2"
"綠色","TOCFL 2"
"紅色","TOCFL 2"
"黑色","TOCFL 2"
"毛衣","TOCFL 2"
"雨衣","TOCFL 2"
"內衣","TOCFL 2"
"上衣","TOCFL 2"
"皮鞋","TOCFL 2"
"手套","TOCFL 2"
"口袋","TOCFL 2"
"小費","TOCFL 2"
"打折","TOCFL 2"
"零錢","TOCFL 2"
"零用錢","TOCFL 2"
"存","TOCFL 2"
"毛","TOCFL 2"
"高級","TOCFL 2"
"一般","TOCFL 2"
"合適","TOCFL 2"
"適合","TOCFL 2"
"圓","TOCFL 2"
"光","TOCFL 2"
"死","TOCFL 2"
"髒","TOCFL 2"
"破","TOCFL 2"
"袋","TOCFL 2"
"套","TOCFL 2"
"沙拉","TOCFL 2"
"牛排","TOCFL 2"
"海鮮","TOCFL 2"
"火腿","TOCFL 2"
"熱狗","TOCFL 2"
"饅頭","TOCFL 2"
"米","TOCFL 2"
"豆腐(˙ㄈㄨ)","TOCFL 2"
"橘(子)","TOCFL 2"
"葡萄(˙ㄊㄠ)","TOCFL 2"
"芒果","TOCFL 2"
"烏龍茶","TOCFL 2"
"豆漿","TOCFL 2"
"可樂","TOCFL 2"
"奶茶","TOCFL 2"
"汽水","TOCFL 2"
"冰塊/冰塊兒","TOCFL 2"
"甜點","TOCFL 2"
"餅乾","TOCFL 2"
"鹽","TOCFL 2"
"味/味兒","TOCFL 2"
"聞","TOCFL 2"
"臭","TOCFL 2"
"口","TOCFL 2"
"罐","TOCFL 2"
"顆","TOCFL 2"
"任何","TOCFL 2"
"許多","TOCFL 2"
"新鮮(˙ㄒㄧㄢ)","TOCFL 2"
"熟","TOCFL 2"
"炒","TOCFL 2"
"炸","TOCFL 2"
"嚐/嘗","TOCFL 2"
"裝","TOCFL 2"
"不用","TOCFL 2"
"不但","TOCFL 2"
"不必","TOCFL 2"
"不得了","TOCFL 2"
"不管","TOCFL 2"
"只好","TOCFL 2"
"或","TOCFL 2"
"可能","TOCFL 2"
"而且","TOCFL 2"
"原來","TOCFL 2"
"也許","TOCFL 2"
"必須","TOCFL 2"
"多麼","TOCFL 2"
"這樣","TOCFL 2"
"那樣","TOCFL 2"
"等/等等","TOCFL 2"
"別的","TOCFL 2"
"除了","TOCFL 2"
"從來","TOCFL 2"
"大概","TOCFL 2"
"還好","TOCFL 2"
"極","TOCFL 2"
"接著","TOCFL 2"
"結果","TOCFL 2"
"立刻","TOCFL 2"
"沒想到","TOCFL 2"
"其實","TOCFL 2"
"其中","TOCFL 2"
"完全","TOCFL 2"
"相當","TOCFL 2"
"一切","TOCFL 2"
"已","TOCFL 2"
"尤其","TOCFL 2"
"越","TOCFL 2"
"整","TOCFL 2"
"正","TOCFL 2"
"只要","TOCFL 2"
"最好","TOCFL 2"
"同樣","TOCFL 2"
"空","TOCFL 2"
"空","TOCFL 2"
"連","TOCFL 2"
"倍","TOCFL 2"
"包括","TOCFL 2"
"步","TOCFL 2"
"當時","TOCFL 2"
"等到","TOCFL 2"
"煩","TOCFL 2"
"剛好","TOCFL 2"
"或者","TOCFL 2"
"哇","TOCFL 2"
"需","TOCFL 2"
"須","TOCFL 2"
"直接","TOCFL 2"
"總","TOCFL 2"
"泡","TOCFL 2"
"且","TOCFL 2"
"比方","TOCFL 2"
"比方說","TOCFL 2"
"傳","TOCFL 2"
"另","TOCFL 2"
"另外","TOCFL 2"
"左右","TOCFL 2"
"當","TOCFL 2"
"類","TOCFL 2"
"樣","TOCFL 2"
"哎","TOCFL 3"
"唉","TOCFL 3"
"愛","TOCFL 3"
"愛情","TOCFL 3"
"愛惜","TOCFL 3"
"愛心","TOCFL 3"
"按","TOCFL 3"
"安定","TOCFL 3"
"安靜","TOCFL 3"
"安排","TOCFL 3"
"安心","TOCFL 3"
"按照","TOCFL 3"
"把","TOCFL 3"
"白","TOCFL 3"
"白/白白","TOCFL 3"
"白菜","TOCFL 3"
"擺","TOCFL 3"
"榜樣","TOCFL 3"
"班機","TOCFL 3"
"辦理","TOCFL 3"
"半天","TOCFL 3"
"包","TOCFL 3"
"包含","TOCFL 3"
"寶貝","TOCFL 3"
"寶貴","TOCFL 3"
"保守","TOCFL 3"
"保養","TOCFL 3"
"保證/証","TOCFL 3"
"抱","TOCFL 3"
"抱怨","TOCFL 3"
"報名","TOCFL 3"
"把握","TOCFL 3"
"北方","TOCFL 3"
"被動","TOCFL 3"
"背後","TOCFL 3"
"背景","TOCFL 3"
"輩子","TOCFL 3"
"本","TOCFL 3"
"本人","TOCFL 3"
"逼","TOCFL 3"
"筆","TOCFL 3"
"比","TOCFL 3"
"鞭炮","TOCFL 3"
"變","TOCFL 3"
"變成","TOCFL 3"
"變更","TOCFL 3"
"變化","TOCFL 3"
"便條","TOCFL 3"
"表達","TOCFL 3"
"表面","TOCFL 3"
"表示","TOCFL 3"
"表現","TOCFL 3"
"表演","TOCFL 3"
"畢竟","TOCFL 3"
"避免","TOCFL 3"
"餅","TOCFL 3"
"病","TOCFL 3"
"比如/比如說","TOCFL 3"
"必要","TOCFL 3"
"播","TOCFL 3"
"博士","TOCFL 3"
"博物館","TOCFL 3"
"布","TOCFL 3"
"不見(了)","TOCFL 3"
"不得不","TOCFL 3"
"不斷","TOCFL 3"
"不論","TOCFL 3"
"不滿","TOCFL 3"
"部門","TOCFL 3"
"不如","TOCFL 3"
"不少","TOCFL 3"
"不幸","TOCFL 3"
"不用說","TOCFL 3"
"布/佈置","TOCFL 3"
"不足","TOCFL 3"
"擦","TOCFL 3"
"猜","TOCFL 3"
"材料","TOCFL 3"
"採用","TOCFL 3"
"餐","TOCFL 3"
"參考","TOCFL 3"
"草地","TOCFL 3"
"草原","TOCFL 3"
"曾","TOCFL 3"
"曾經","TOCFL 3"
"差點/差點兒/差一點兒","TOCFL 3"
"差別","TOCFL 3"
"嘗試/嚐試","TOCFL 3"
"產品","TOCFL 3"
"產生","TOCFL 3"
"超過","TOCFL 3"
"超級","TOCFL 3"
"吵架","TOCFL 3"
"差異","TOCFL 3"
"車禍","TOCFL 3"
"趁","TOCFL 3"
"襯衫","TOCFL 3"
"成","TOCFL 3"
"成果","TOCFL 3"
"成就","TOCFL 3"
"承認","TOCFL 3"
"誠實","TOCFL 3"
"成熟","TOCFL 3"
"成長","TOCFL 3"
"尺","TOCFL 3"
"吃喝玩樂","TOCFL 3"
"蟲(子)","TOCFL 3"
"充實","TOCFL 3"
"重新","TOCFL 3"
"醜","TOCFL 3"
"抽","TOCFL 3"
"初","TOCFL 3"
"串","TOCFL 3"
"創造","TOCFL 3"
"出版","TOCFL 3"
"出差","TOCFL 3"
"出發","TOCFL 3"
"出現","TOCFL 3"
"出租","TOCFL 3"
"處理","TOCFL 3"
"廚師","TOCFL 3"
"吹","TOCFL 3"
"此","TOCFL 3"
"刺激","TOCFL 3"
"從不","TOCFL 3"
"從小","TOCFL 3"
"醋","TOCFL 3"
"寸","TOCFL 3"
"存在","TOCFL 3"
"錯","TOCFL 3"
"錯誤","TOCFL 3"
"挫折","TOCFL 3"
"達成","TOCFL 3"
"打架","TOCFL 3"
"大多數","TOCFL 3"
"大方","TOCFL 3"
"大會","TOCFL 3"
"代表","TOCFL 3"
"代替","TOCFL 3"
"帶領","TOCFL 3"
"單純","TOCFL 3"
"淡","TOCFL 3"
"當場","TOCFL 3"
"當地","TOCFL 3"
"當面","TOCFL 3"
"當年","TOCFL 3"
"當天","TOCFL 3"
"當作/當做","TOCFL 3"
"擔任","TOCFL 3"
"單身","TOCFL 3"
"島","TOCFL 3"
"倒","TOCFL 3"
"導演","TOCFL 3"
"到","TOCFL 3"
"倒","TOCFL 3"
"到底","TOCFL 3"
"倒是","TOCFL 3"
"道德","TOCFL 3"
"道教","TOCFL 3"
"道理","TOCFL 3"
"道歉","TOCFL 3"
"答應","TOCFL 3"
"打掃","TOCFL 3"
"打聽","TOCFL 3"
"大小","TOCFL 3"
"大約","TOCFL 3"
"打仗","TOCFL 3"
"得","TOCFL 3"
"得意","TOCFL 3"
"等待","TOCFL 3"
"燈光","TOCFL 3"
"敵人","TOCFL 3"
"抵達","TOCFL 3"
"地板","TOCFL 3"
"地帶","TOCFL 3"
"地理","TOCFL 3"
"地球","TOCFL 3"
"地區","TOCFL 3"
"地攤","TOCFL 3"
"地位","TOCFL 3"
"地下","TOCFL 3"
"地形","TOCFL 3"
"點","TOCFL 3"
"電車","TOCFL 3"
"電池","TOCFL 3"
"電燈","TOCFL 3"
"調查","TOCFL 3"
"東北","TOCFL 3"
"東南","TOCFL 3"
"懂事","TOCFL 3"
"動物園","TOCFL 3"
"逗","TOCFL 3"
"都市","TOCFL 3"
"毒品","TOCFL 3"
"獨特","TOCFL 3"
"讀者","TOCFL 3"
"段","TOCFL 3"
"堆","TOCFL 3"
"對","TOCFL 3"
"對方","TOCFL 3"
"對話","TOCFL 3"
"對了","TOCFL 3"
"對象","TOCFL 3"
"頓","TOCFL 3"
"多多(˙ㄉㄨㄛ)少少","TOCFL 3"
"嗯(˙ㄣ)","TOCFL 3"
"而","TOCFL 3"
"兒童","TOCFL 3"
"發","TOCFL 3"
"發表","TOCFL 3"
"發財","TOCFL 3"
"發出","TOCFL 3"
"發達","TOCFL 3"
"發揮","TOCFL 3"
"發覺","TOCFL 3"
"發明","TOCFL 3"
"犯","TOCFL 3"
"反而","TOCFL 3"
"方式","TOCFL 3"
"房客","TOCFL 3"
"訪問/訪","TOCFL 3"
"煩惱","TOCFL 3"
"範圍","TOCFL 3"
"翻譯/翻/譯","TOCFL 3"
"反應","TOCFL 3"
"發票","TOCFL 3"
"發脾氣","TOCFL 3"
"非","TOCFL 3"
"費用","TOCFL 3"
"豐富","TOCFL 3"
"風格","TOCFL 3"
"風俗","TOCFL 3"
"分開","TOCFL 3"
"佛教","TOCFL 3"
"否則","TOCFL 3"
"夫婦","TOCFL 3"
"符合","TOCFL 3"
"福利","TOCFL 3"
"服裝","TOCFL 3"
"腐敗","TOCFL 3"
"付出","TOCFL 3"
"負擔","TOCFL 3"
"複習","TOCFL 3"
"負責","TOCFL 3"
"該","TOCFL 3"
"改變","TOCFL 3"
"改進","TOCFL 3"
"改善","TOCFL 3"
"改天","TOCFL 3"
"蓋","TOCFL 3"
"概念","TOCFL 3"
"趕","TOCFL 3"
"趕上","TOCFL 3"
"感動","TOCFL 3"
"感想","TOCFL 3"
"感謝","TOCFL 3"
"感興趣","TOCFL 3"
"鋼琴","TOCFL 3"
"高速","TOCFL 3"
"搞","TOCFL 3"
"個","TOCFL 3"
"歌曲","TOCFL 3"
"歌星","TOCFL 3"
"隔壁","TOCFL 3"
"個人","TOCFL 3"
"個子/個兒","TOCFL 3"
"給","TOCFL 3"
"革命","TOCFL 3"
"跟","TOCFL 3"
"根","TOCFL 3"
"根據/據","TOCFL 3"
"更加","TOCFL 3"
"各式各樣","TOCFL 3"
"各位","TOCFL 3"
"工廠","TOCFL 3"
"公尺","TOCFL 3"
"公分","TOCFL 3"
"功夫","TOCFL 3"
"公共","TOCFL 3"
"公斤","TOCFL 3"
"工具","TOCFL 3"
"公克","TOCFL 3"
"公里","TOCFL 3"
"功能","TOCFL 3"
"恭喜","TOCFL 3"
"工業","TOCFL 3"
"公寓","TOCFL 3"
"工作","TOCFL 3"
"共同","TOCFL 3"
"貢獻","TOCFL 3"
"溝通","TOCFL 3"
"夠","TOCFL 3"
"購買","TOCFL 3"
"姑娘（˙ㄋㄧㄤ）","TOCFL 3"
"古","TOCFL 3"
"古代","TOCFL 3"
"古蹟/跡","TOCFL 3"
"古老","TOCFL 3"
"顧","TOCFL 3"
"顧客","TOCFL 3"
"故意","TOCFL 3"
"刮","TOCFL 3"
"乖","TOCFL 3"
"怪","TOCFL 3"
"關","TOCFL 3"
"觀察","TOCFL 3"
"觀點","TOCFL 3"
"管","TOCFL 3"
"廣播","TOCFL 3"
"廣場","TOCFL 3"
"廣告","TOCFL 3"
"觀念","TOCFL 3"
"觀眾","TOCFL 3"
"規矩","TOCFL 3"
"規模","TOCFL 3"
"鬼","TOCFL 3"
"貴姓","TOCFL 3"
"國內","TOCFL 3"
"國外","TOCFL 3"
"國王","TOCFL 3"
"國語","TOCFL 3"
"過去","TOCFL 3"
"過日子","TOCFL 3"
"嗨","TOCFL 3"
"還是","TOCFL 3"
"還要","TOCFL 3"
"海報","TOCFL 3"
"海灘","TOCFL 3"
"海洋","TOCFL 3"
"害","TOCFL 3"
"航空","TOCFL 3"
"漢語","TOCFL 3"
"好","TOCFL 3"
"好好/好好兒","TOCFL 3"
"好了","TOCFL 3"
"和","TOCFL 3"
"合","TOCFL 3"
"合唱","TOCFL 3"
"黑","TOCFL 3"
"恨","TOCFL 3"
"恨不得","TOCFL 3"
"紅","TOCFL 3"
"紅包","TOCFL 3"
"紅豆","TOCFL 3"
"紅綠燈","TOCFL 3"
"厚","TOCFL 3"
"後","TOCFL 3"
"忽然/忽","TOCFL 3"
"糊塗","TOCFL 3"
"互相","TOCFL 3"
"護照","TOCFL 3"
"黃","TOCFL 3"
"花心","TOCFL 3"
"花園","TOCFL 3"
"滑雪","TOCFL 3"
"話題","TOCFL 3"
"化妝品","TOCFL 3"
"恢復","TOCFL 3"
"回","TOCFL 3"
"回想","TOCFL 3"
"會","TOCFL 3"
"會場","TOCFL 3"
"會話","TOCFL 3"
"會議","TOCFL 3"
"婚禮","TOCFL 3"
"婚姻","TOCFL 3"
"混亂","TOCFL 3"
"活","TOCFL 3"
"活動","TOCFL 3"
"或許","TOCFL 3"
"基本","TOCFL 3"
"基礎","TOCFL 3"
"激動","TOCFL 3"
"基督教","TOCFL 3"
"積極","TOCFL 3"
"激烈","TOCFL 3"
"機器","TOCFL 3"
"及","TOCFL 3"
"及時","TOCFL 3"
"擠","TOCFL 3"
"記","TOCFL 3"
"記錄","TOCFL 3"
"紀念","TOCFL 3"
"技巧","TOCFL 3"
"繼續","TOCFL 3"
"記憶","TOCFL 3"
"記者","TOCFL 3"
"家","TOCFL 3"
"假","TOCFL 3"
"架","TOCFL 3"
"價格","TOCFL 3"
"肩","TOCFL 3"
"肩膀","TOCFL 3"
"堅持","TOCFL 3"
"剪","TOCFL 3"
"檢查","TOCFL 3"
"將來","TOCFL 3"
"獎學金","TOCFL 3"
"降低","TOCFL 3"
"講話","TOCFL 3"
"講價","TOCFL 3"
"講究","TOCFL 3"
"醬油","TOCFL 3"
"堅強","TOCFL 3"
"減輕","TOCFL 3"
"減少","TOCFL 3"
"簡直","TOCFL 3"
"建立","TOCFL 3"
"建設","TOCFL 3"
"驕傲","TOCFL 3"
"交流","TOCFL 3"
"郊區","TOCFL 3"
"交友","TOCFL 3"
"角度","TOCFL 3"
"教","TOCFL 3"
"教材","TOCFL 3"
"教導","TOCFL 3"
"教法","TOCFL 3"
"教練","TOCFL 3"
"教師","TOCFL 3"
"教堂","TOCFL 3"
"教訓","TOCFL 3"
"加強","TOCFL 3"
"加入","TOCFL 3"
"家鄉","TOCFL 3"
"家長","TOCFL 3"
"假如","TOCFL 3"
"假裝","TOCFL 3"
"價錢","TOCFL 3"
"價值","TOCFL 3"
"接觸","TOCFL 3"
"接受","TOCFL 3"
"結","TOCFL 3"
"節","TOCFL 3"
"節目","TOCFL 3"
"結局","TOCFL 3"
"解決","TOCFL 3"
"姊妹","TOCFL 3"
"解釋","TOCFL 3"
"斤","TOCFL 3"
"金(子)","TOCFL 3"
"緊","TOCFL 3"
"僅","TOCFL 3"
"僅僅","TOCFL 3"
"盡","TOCFL 3"
"進","TOCFL 3"
"經","TOCFL 3"
"經費","TOCFL 3"
"經過","TOCFL 3"
"驚訝","TOCFL 3"
"經驗","TOCFL 3"
"警察","TOCFL 3"
"儘管","TOCFL 3"
"進行","TOCFL 3"
"進一步","TOCFL 3"
"酒吧","TOCFL 3"
"救","TOCFL 3"
"就","TOCFL 3"
"就是","TOCFL 3"
"就算","TOCFL 3"
"舅舅(˙ㄐㄧㄡ) /舅","TOCFL 3"
"舅媽","TOCFL 3"
"居住","TOCFL 3"
"舉","TOCFL 3"
"舉辦","TOCFL 3"
"舉手","TOCFL 3"
"舉行","TOCFL 3"
"聚","TOCFL 3"
"距","TOCFL 3"
"拒絕","TOCFL 3"
"距離","TOCFL 3"
"劇本","TOCFL 3"
"劇情","TOCFL 3"
"具有","TOCFL 3"
"絕對","TOCFL 3"
"角色","TOCFL 3"
"軍隊","TOCFL 3"
"軍人","TOCFL 3"
"卡車","TOCFL 3"
"開放","TOCFL 3"
"開花","TOCFL 3"
"開朗","TOCFL 3"
"開始","TOCFL 3"
"看不起","TOCFL 3"
"棵","TOCFL 3"
"科","TOCFL 3"
"科技","TOCFL 3"
"科學","TOCFL 3"
"可","TOCFL 3"
"可靠","TOCFL 3"
"可憐","TOCFL 3"
"渴望","TOCFL 3"
"可惡","TOCFL 3"
"可以","TOCFL 3"
"刻","TOCFL 3"
"克","TOCFL 3"
"課程","TOCFL 3"
"課堂","TOCFL 3"
"課文","TOCFL 3"
"克服","TOCFL 3"
"肯","TOCFL 3"
"肯定","TOCFL 3"
"空間","TOCFL 3"
"空軍","TOCFL 3"
"恐怕","TOCFL 3"
"口","TOCFL 3"
"口味","TOCFL 3"
"快","TOCFL 3"
"寬","TOCFL 3"
"況且","TOCFL 3"
"誇張","TOCFL 3"
"擴大","TOCFL 3"
"拉肚子","TOCFL 3"
"來","TOCFL 3"
"來不及","TOCFL 3"
"來得及","TOCFL 3"
"藍","TOCFL 3"
"浪漫","TOCFL 3"
"老公","TOCFL 3"
"老虎/虎","TOCFL 3"
"老婆","TOCFL 3"
"老實","TOCFL 3"
"老是","TOCFL 3"
"樂","TOCFL 3"
"樂觀","TOCFL 3"
"樂趣","TOCFL 3"
"淚","TOCFL 3"
"冷淡","TOCFL 3"
"力","TOCFL 3"
"里","TOCFL 3"
"練","TOCFL 3"
"戀愛","TOCFL 3"
"亮","TOCFL 3"
"良好","TOCFL 3"
"連絡/聯絡","TOCFL 3"
"連續劇","TOCFL 3"
"了不起","TOCFL 3"
"離婚","TOCFL 3"
"裡邊","TOCFL 3"
"厲害","TOCFL 3"
"理解","TOCFL 3"
"理論","TOCFL 3"
"禮堂","TOCFL 3"
"力量","TOCFL 3"
"領","TOCFL 3"
"領導","TOCFL 3"
"靈魂","TOCFL 3"
"領域","TOCFL 3"
"令","TOCFL 3"
"留言","TOCFL 3"
"流血","TOCFL 3"
"留學","TOCFL 3"
"留學生","TOCFL 3"
"理想","TOCFL 3"
"利益","TOCFL 3"
"旅客","TOCFL 3"
"旅遊","TOCFL 3"
"綠","TOCFL 3"
"律師","TOCFL 3"
"錄","TOCFL 3"
"錄取","TOCFL 3"
"錄音","TOCFL 3"
"露營","TOCFL 3"
"龍","TOCFL 3"
"輪胎","TOCFL 3"
"嘛","TOCFL 3"
"麻煩","TOCFL 3"
"罵","TOCFL 3"
"滿","TOCFL 3"
"滿意","TOCFL 3"
"滿足","TOCFL 3"
"慢慢","TOCFL 3"
"慢用","TOCFL 3"
"毛","TOCFL 3"
"毛筆","TOCFL 3"
"毛病","TOCFL 3"
"貿易","TOCFL 3"
"馬桶","TOCFL 3"
"碼頭","TOCFL 3"
"螞蟻","TOCFL 3"
"沒","TOCFL 3"
"每","TOCFL 3"
"玫瑰","TOCFL 3"
"美好","TOCFL 3"
"沒什麼","TOCFL 3"
"門","TOCFL 3"
"迷人","TOCFL 3"
"密切","TOCFL 3"
"面","TOCFL 3"
"免費","TOCFL 3"
"面積","TOCFL 3"
"面前","TOCFL 3"
"麵條","TOCFL 3"
"秒","TOCFL 3"
"描寫","TOCFL 3"
"廟","TOCFL 3"
"米飯","TOCFL 3"
"米粉","TOCFL 3"
"迷路","TOCFL 3"
"秘密/祕密","TOCFL 3"
"明白","TOCFL 3"
"名詞","TOCFL 3"
"民國","TOCFL 3"
"明顯","TOCFL 3"
"明星","TOCFL 3"
"命","TOCFL 3"
"民族","TOCFL 3"
"陌生","TOCFL 3"
"摸","TOCFL 3"
"某","TOCFL 3"
"木","TOCFL 3"
"目前","TOCFL 3"
"木頭","TOCFL 3"
"那","TOCFL 3"
"那麼","TOCFL 3"
"奶","TOCFL 3"
"耐心","TOCFL 3"
"南方","TOCFL 3"
"難怪","TOCFL 3"
"難看","TOCFL 3"
"腦","TOCFL 3"
"腦(子)","TOCFL 3"
"拿手","TOCFL 3"
"哪些","TOCFL 3"
"內容","TOCFL 3"
"能夠","TOCFL 3"
"年","TOCFL 3"
"年代","TOCFL 3"
"年齡","TOCFL 3"
"年年","TOCFL 3"
"牛仔褲","TOCFL 3"
"農業","TOCFL 3"
"女士","TOCFL 3"
"喔","TOCFL 3"
"哦","TOCFL 3"
"排","TOCFL 3"
"牌(子)","TOCFL 3"
"盼望","TOCFL 3"
"培養","TOCFL 3"
"配","TOCFL 3"
"配合","TOCFL 3"
"碰","TOCFL 3"
"碰到","TOCFL 3"
"碰上","TOCFL 3"
"批評","TOCFL 3"
"皮","TOCFL 3"
"皮帶","TOCFL 3"
"皮膚","TOCFL 3"
"篇","TOCFL 3"
"騙子","TOCFL 3"
"坪","TOCFL 3"
"平","TOCFL 3"
"平安","TOCFL 3"
"平等","TOCFL 3"
"平時","TOCFL 3"
"平原","TOCFL 3"
"品質","TOCFL 3"
"破壞","TOCFL 3"
"普遍","TOCFL 3"
"期","TOCFL 3"
"起","TOCFL 3"
"氣","TOCFL 3"
"鉛筆","TOCFL 3"
"簽名","TOCFL 3"
"謙虛","TOCFL 3"
"前","TOCFL 3"
"強盜","TOCFL 3"
"強調","TOCFL 3"
"搶","TOCFL 3"
"橋","TOCFL 3"
"欺負","TOCFL 3"
"其次","TOCFL 3"
"期間","TOCFL 3"
"起飛","TOCFL 3"
"起來","TOCFL 3"
"親","TOCFL 3"
"親切","TOCFL 3"
"親手","TOCFL 3"
"親眼","TOCFL 3"
"親自","TOCFL 3"
"清","TOCFL 3"
"青年","TOCFL 3"
"青少年","TOCFL 3"
"晴","TOCFL 3"
"情","TOCFL 3"
"情況","TOCFL 3"
"情人","TOCFL 3"
"請假","TOCFL 3"
"請教","TOCFL 3"
"請求","TOCFL 3"
"慶祝","TOCFL 3"
"窮","TOCFL 3"
"求","TOCFL 3"
"球場","TOCFL 3"
"球賽","TOCFL 3"
"球員","TOCFL 3"
"氣溫","TOCFL 3"
"企業","TOCFL 3"
"去","TOCFL 3"
"去世","TOCFL 3"
"全","TOCFL 3"
"全球","TOCFL 3"
"全身","TOCFL 3"
"取代","TOCFL 3"
"缺點","TOCFL 3"
"卻","TOCFL 3"
"確定","TOCFL 3"
"確認","TOCFL 3"
"讓","TOCFL 3"
"忍","TOCFL 3"
"認","TOCFL 3"
"認得","TOCFL 3"
"扔","TOCFL 3"
"仍","TOCFL 3"
"仍然","TOCFL 3"
"人家","TOCFL 3"
"人間","TOCFL 3"
"人口","TOCFL 3"
"人類","TOCFL 3"
"人們","TOCFL 3"
"人民","TOCFL 3"
"人人","TOCFL 3"
"人數","TOCFL 3"
"人物","TOCFL 3"
